,incident_key,occur_date,occur_time,boro,loc_of_occur_desc,loc_classfctn_desc,murder,perp_age_group,perp_sex,perp_race,vic_age_group,vic_sex,vic_race,newgeoreferencedcolumn,zipcodes,date_time
0,264689062,03/07/2023,21:32:00,MANHATTAN,INSIDE,DWELLING,Y,45-64,M,BLACK,25-44,M,BLACK,POINT (-73.943363 40.829217),12428.0,2023-03-07 21:32:00
1,261444577,01/04/2023,21:13:00,MANHATTAN,OUTSIDE,STREET,N,25-44,M,BLACK,25-44,M,BLACK,POINT (-73.937448 40.823875),13097.0,2023-01-04 21:13:00
2,264689064,03/07/2023,14:18:00,BROOKLYN,INSIDE,COMMERCIAL,N,<18,M,BLACK,18-24,M,BLACK,POINT (-74.004711 40.654033),13515.0,2023-03-07 14:18:00
3,265674098,03/25/2023,02:38:00,BRONX,OUTSIDE,STREET,Y,UNKWOWN,UNKWOWN,UNKWOWN,25-44,M,BLACK,POINT (-73.88723401 40.84463555),11269.0,2023-03-25 02:38:00
4,261968807,01/13/2023,22:12:00,MANHATTAN,OUTSIDE,HOUSING,Y,UNKWOWN,UNKWOWN,UNKWOWN,25-44,M,BLACK,POINT (-73.950569 40.79071),12426.0,2023-01-13 22:12:00
5,263399439,02/10/2023,16:55:00,BROOKLYN,OUTSIDE,COMMERCIAL,N,UNKWOWN,UNKWOWN,UNKWOWN,18-24,M,WHITE,POINT (-73.999086 40.575042),18184.0,2023-02-10 16:55:00
6,265522984,03/22/2023,23:26:00,BRONX,OUTSIDE,STREET,N,UNKWOWN,UNKWOWN,UNKWOWN,18-24,M,WHITE HISPANIC,POINT (-73.90493864 40.84337521),10935.0,2023-03-22 23:26:00
7,265643046,03/25/2023,03:00:00,QUEENS,OUTSIDE,STREET,N,UNKWOWN,UNKWOWN,UNKWOWN,18-24,F,BLACK,POINT (-73.75693158 40.66550398),15313.0,2023-03-25 03:00:00
8,265187031,03/15/2023,16:53:00,BROOKLYN,OUTSIDE,COMMERCIAL,Y,<18,M,BLACK HISPANIC,<18,M,BLACK,POINT (-73.916899 40.672053),13516.0,2023-03-15 16:53:00
9,263693794,02/15/2023,18:41:00,BROOKLYN,OUTSIDE,STREET,N,UNKWOWN,UNKWOWN,UNKWOWN,18-24,M,BLACK,POINT (-73.939299 40.670612),17615.0,2023-02-15 18:41:00
10,264775620,03/09/2023,01:40:00,BRONX,OUTSIDE,STREET,N,25-44,M,BLACK HISPANIC,25-44,M,BLACK HISPANIC,POINT (-73.89338 40.864058),10936.0,2023-03-09 01:40:00
11,261964438,01/15/2023,23:23:00,BROOKLYN,OUTSIDE,STREET,N,UNKWOWN,UNKWOWN,UNKWOWN,25-44,M,BLACK,POINT (-73.93487298 40.67959248),17615.0,2023-01-15 23:23:00
12,263357861,02/09/2023,14:30:00,MANHATTAN,OUTSIDE,STREET,N,<18,M,BLACK,18-24,M,ASIAN / PACIFIC ISLANDER,POINT (-73.990157 40.713718),11723.0,2023-02-09 14:30:00
13,262205773,01/19/2023,11:31:00,MANHATTAN,OUTSIDE,STREET,N,<18,M,BLACK HISPANIC,18-24,M,BLACK,POINT (-73.954774 40.815425),12424.0,2023-01-19 11:31:00
14,263558473,02/13/2023,18:57:00,BRONX,INSIDE,DWELLING,Y,UNKWOWN,UNKWOWN,UNKWOWN,18-24,M,WHITE HISPANIC,POINT (-73.8848 40.854253),10936.0,2023-02-13 18:57:00
15,265403527,03/20/2023,02:00:00,BROOKLYN,OUTSIDE,STREET,N,UNKWOWN,UNKWOWN,UNKWOWN,25-44,M,BLACK,POINT (-73.892433 40.656636),17214.0,2023-03-20 02:00:00
16,264262260,02/26/2023,18:06:00,QUEENS,OUTSIDE,HOUSING,N,25-44,M,BLACK,25-44,F,BLACK,POINT (-73.78363 40.685317),24669.0,2023-02-26 18:06:00
17,263429758,02/11/2023,02:32:00,QUEENS,OUTSIDE,STREET,N,UNKWOWN,UNKWOWN,UNKWOWN,18-24,M,BLACK,POINT (-73.919342 40.766689),16860.0,2023-02-11 02:32:00
18,263692952,02/15/2023,17:20:00,BRONX,OUTSIDE,STREET,Y,<18,M,BLACK,18-24,M,WHITE HISPANIC,POINT (-73.90462205 40.8473932),10935.0,2023-02-15 17:20:00
19,263211696,02/07/2023,04:34:00,BRONX,OUTSIDE,STREET,N,UNKWOWN,UNKWOWN,UNKWOWN,18-24,M,ASIAN / PACIFIC ISLANDER,POINT (-73.87468 40.831826),11610.0,2023-02-07 04:34:00
20,262145575,01/18/2023,16:49:00,QUEENS,OUTSIDE,STREET,N,<18,M,BLACK,<18,F,BLACK,POINT (-73.744911 40.696395),15311.0,2023-01-18 16:49:00
21,263065673,02/04/2023,19:48:00,MANHATTAN,OUTSIDE,STREET,N,UNKWOWN,UNKWOWN,UNKWOWN,25-44,M,BLACK,POINT (-73.94646071 40.80066396),12426.0,2023-02-04 19:48:00
22,263889115,02/18/2023,21:05:00,BROOKLYN,OUTSIDE,STREET,N,18-24,M,BLACK,18-24,F,BLACK,POINT (-73.958987 40.665118),13509.0,2023-02-18 21:05:00
23,265124475,03/14/2023,09:49:00,MANHATTAN,OUTSIDE,STREET,N,18-24,M,BLACK,<18,M,BLACK,POINT (-73.983734 40.775738),12420.0,2023-03-14 09:49:00
24,265354835,03/19/2023,23:48:00,BRONX,INSIDE,COMMERCIAL,N,UNKWOWN,UNKWOWN,UNKWOWN,18-24,M,BLACK,POINT (-73.850098 40.903785),11608.0,2023-03-19 23:48:00
25,263357365,02/07/2023,16:40:00,BROOKLYN,OUTSIDE,OTHER,Y,UNKWOWN,UNKWOWN,UNKWOWN,18-24,M,BLACK,POINT (-73.947438 40.630373),17217.0,2023-02-07 16:40:00
26,264940966,03/10/2023,19:55:00,QUEENS,OUTSIDE,STREET,N,25-44,M,BLACK,25-44,M,WHITE,POINT (-73.83816748 40.78918313),14191.0,2023-03-10 19:55:00
27,263503175,02/10/2023,14:29:00,BRONX,OUTSIDE,STREET,Y,25-44,M,WHITE HISPANIC,25-44,M,WHITE HISPANIC,POINT (-73.892569 40.846117),10935.0,2023-02-10 14:29:00
28,265291114,03/17/2023,16:20:00,QUEENS,OUTSIDE,STREET,N,UNKWOWN,UNKWOWN,UNKWOWN,25-44,M,WHITE HISPANIC,POINT (-73.78205 40.709526),24340.0,2023-03-17 16:20:00
29,261958837,01/15/2023,14:06:00,BROOKLYN,OUTSIDE,STREET,N,25-44,M,BLACK,25-44,M,BLACK,POINT (-73.935732 40.693921),17213.0,2023-01-15 14:06:00
30,263692953,02/15/2023,06:00:00,QUEENS,OUTSIDE,DWELLING,N,25-44,M,WHITE HISPANIC,25-44,M,WHITE HISPANIC,POINT (-73.852878 40.749434),14510.0,2023-02-15 06:00:00
31,265584225,03/23/2023,18:42:00,BROOKLYN,OUTSIDE,STREET,N,UNKWOWN,UNKWOWN,UNKWOWN,25-44,M,BLACK,POINT (-73.907529 40.662761),17614.0,2023-03-23 18:42:00
32,261843719,01/11/2023,21:15:00,QUEENS,INSIDE,DWELLING,Y,UNKWOWN,UNKWOWN,UNKWOWN,18-24,F,WHITE HISPANIC,POINT (-73.906951 40.723879),14788.0,2023-01-11 21:15:00
33,262268556,01/20/2023,10:20:00,QUEENS,OUTSIDE,STREET,N,<18,M,BLACK,<18,M,BLACK,POINT (-73.815039 40.586619),20531.0,2023-01-20 10:20:00
34,263482956,02/12/2023,01:13:00,MANHATTAN,OUTSIDE,OTHER,N,UNKWOWN,UNKWOWN,UNKWOWN,25-44,M,BLACK,POINT (-73.940202 40.840472),13090.0,2023-02-12 01:13:00
35,264689065,03/07/2023,20:07:00,BRONX,OUTSIDE,STREET,N,UNKWOWN,UNKWOWN,UNKWOWN,18-24,M,WHITE,POINT (-73.866056 40.859588),11605.0,2023-03-07 20:07:00
36,263349965,02/09/2023,17:37:00,MANHATTAN,OUTSIDE,STREET,Y,18-24,M,BLACK,18-24,M,BLACK,POINT (-73.98884266 40.75853318),13094.0,2023-02-09 17:37:00
37,265006011,03/11/2023,13:45:00,BROOKLYN,INSIDE,DWELLING,N,UNKWOWN,UNKWOWN,UNKWOWN,25-44,F,BLACK,POINT (-73.934961 40.649267),16866.0,2023-03-11 13:45:00
38,262747866,01/30/2023,22:50:00,BRONX,OUTSIDE,STREET,N,25-44,M,BLACK,25-44,M,BLACK,POINT (-73.831295 40.888503),11275.0,2023-01-30 22:50:00
39,265056548,03/13/2023,04:30:00,BRONX,OUTSIDE,STREET,N,25-44,M,BLACK HISPANIC,25-44,M,WHITE HISPANIC,POINT (-73.880406 40.829779),11610.0,2023-03-13 04:30:00
40,265744133,03/27/2023,11:08:00,BROOKLYN,OUTSIDE,HOUSING,N,UNKWOWN,UNKWOWN,UNKWOWN,25-44,M,BLACK,POINT (-73.979528 40.695772),17212.0,2023-03-27 11:08:00
41,265354835,03/19/2023,23:48:00,BRONX,INSIDE,COMMERCIAL,Y,UNKWOWN,UNKWOWN,UNKWOWN,18-24,M,BLACK,POINT (-73.850098 40.903785),11608.0,2023-03-19 23:48:00
42,266069023,03/31/2023,22:25:00,QUEENS,OUTSIDE,STREET,Y,UNKWOWN,UNKWOWN,UNKWOWN,18-24,M,BLACK,POINT (-73.911311 40.768408),16860.0,2023-03-31 22:25:00
43,261528414,01/07/2023,01:10:00,BRONX,OUTSIDE,STREET,N,UNKWOWN,UNKWOWN,UNKWOWN,18-24,M,BLACK HISPANIC,POINT (-73.911672 40.83392),10934.0,2023-01-07 01:10:00
44,263503175,02/10/2023,14:29:00,BRONX,OUTSIDE,STREET,Y,45-64,M,WHITE HISPANIC,25-44,M,WHITE HISPANIC,POINT (-73.892569 40.846117),10935.0,2023-02-10 14:29:00
45,265461076,03/21/2023,22:01:00,BRONX,OUTSIDE,STREET,N,UNKWOWN,UNKWOWN,UNKWOWN,25-44,M,BLACK,POINT (-73.89588027 40.82099248),10937.0,2023-03-21 22:01:00
46,265246482,03/16/2023,22:08:00,BROOKLYN,OUTSIDE,STREET,N,UNKWOWN,UNKWOWN,UNKWOWN,25-44,M,BLACK,POINT (-73.929566 40.670507),17615.0,2023-03-16 22:08:00
47,265673021,03/25/2023,14:52:00,STATEN ISLAND,OUTSIDE,STREET,Y,UNKWOWN,UNKWOWN,UNKWOWN,25-44,M,BLACK,POINT (-74.081663 40.61547),10691.0,2023-03-25 14:52:00
48,262334289,01/21/2023,04:00:00,QUEENS,OUTSIDE,STREET,N,UNKWOWN,UNKWOWN,UNKWOWN,25-44,F,BLACK,POINT (-73.884524 40.739221),14784.0,2023-01-21 04:00:00
49,264206295,02/25/2023,00:55:00,BROOKLYN,INSIDE,HOUSING,N,UNKWOWN,UNKWOWN,UNKWOWN,25-44,F,WHITE HISPANIC,POINT (-73.897168 40.667487),17214.0,2023-02-25 00:55:00
50,263503175,02/10/2023,14:29:00,BRONX,OUTSIDE,STREET,Y,45-64,M,WHITE HISPANIC,18-24,M,BLACK,POINT (-73.892569 40.846117),10935.0,2023-02-10 14:29:00
51,261307947,01/03/2023,01:47:00,BROOKLYN,OUTSIDE,STREET,N,UNKWOWN,UNKWOWN,UNKWOWN,25-44,M,BLACK,POINT (-73.916026 40.658126),17614.0,2023-01-03 01:47:00
52,265124473,03/13/2023,23:00:00,MANHATTAN,INSIDE,HOUSING,N,18-24,M,WHITE HISPANIC,<18,F,WHITE HISPANIC,POINT (-73.947642 40.799045),12426.0,2023-03-13 23:00:00
53,261397465,01/04/2023,18:40:00,MANHATTAN,INSIDE,COMMERCIAL,N,UNKWOWN,UNKWOWN,UNKWOWN,25-44,M,WHITE HISPANIC,POINT (-73.985418 40.718403),11723.0,2023-01-04 18:40:00
54,264266620,02/25/2023,22:58:00,BRONX,OUTSIDE,DWELLING,Y,UNKWOWN,UNKWOWN,UNKWOWN,25-44,M,BLACK,POINT (-73.914272 40.83655),10934.0,2023-02-25 22:58:00
55,264417852,03/01/2023,12:50:00,BRONX,OUTSIDE,STREET,N,25-44,M,BLACK,25-44,M,BLACK,POINT (-73.851061 40.875237),11607.0,2023-03-01 12:50:00
56,265750629,03/27/2023,17:30:00,QUEENS,OUTSIDE,HOUSING,Y,UNKWOWN,UNKWOWN,UNKWOWN,25-44,M,BLACK,POINT (-73.936279 40.773785),16859.0,2023-03-27 17:30:00
57,263623274,02/14/2023,11:54:00,BROOKLYN,OUTSIDE,HOUSING,N,UNKWOWN,UNKWOWN,UNKWOWN,<18,M,BLACK,POINT (-73.89167 40.672515),17214.0,2023-02-14 11:54:00
58,262278067,01/21/2023,00:36:00,MANHATTAN,OUTSIDE,STREET,N,25-44,M,BLACK,25-44,F,BLACK,POINT (-73.94442 40.814322),12427.0,2023-01-21 00:36:00
59,263065672,02/04/2023,17:30:00,BRONX,OUTSIDE,STREET,N,25-44,M,BLACK,45-64,F,BLACK,POINT (-73.920037 40.852859),10931.0,2023-02-04 17:30:00
60,265006012,03/12/2023,21:20:00,BROOKLYN,OUTSIDE,STREET,N,25-44,M,WHITE HISPANIC,25-44,M,WHITE HISPANIC,POINT (-74.017896 40.639581),18180.0,2023-03-12 21:20:00
61,262278067,01/21/2023,00:36:00,MANHATTAN,OUTSIDE,STREET,N,25-44,M,BLACK,25-44,M,BLACK,POINT (-73.94442 40.814322),12427.0,2023-01-21 00:36:00
62,263693795,02/15/2023,14:25:00,QUEENS,INSIDE,COMMERCIAL,N,25-44,M,BLACK,25-44,M,BLACK,POINT (-73.82406 40.676929),24016.0,2023-02-15 14:25:00
63,265124476,03/14/2023,12:50:00,MANHATTAN,OUTSIDE,STREET,N,UNKWOWN,UNKWOWN,UNKWOWN,<18,M,BLACK,POINT (-73.93924858 40.80765394),13093.0,2023-03-14 12:50:00
64,263399439,02/10/2023,16:55:00,BROOKLYN,OUTSIDE,COMMERCIAL,N,UNKWOWN,UNKWOWN,UNKWOWN,25-44,M,BLACK,POINT (-73.999086 40.575042),18184.0,2023-02-10 16:55:00
65,263503175,02/10/2023,14:29:00,BRONX,OUTSIDE,STREET,Y,45-64,M,WHITE HISPANIC,45-64,M,BLACK,POINT (-73.892569 40.846117),10935.0,2023-02-10 14:29:00
66,265522341,03/22/2023,14:34:00,BRONX,OUTSIDE,STREET,N,18-24,M,WHITE HISPANIC,18-24,M,BLACK,POINT (-73.90073162 40.83130042),10934.0,2023-03-22 14:34:00
67,265124474,03/14/2023,11:09:00,BROOKLYN,OUTSIDE,STREET,N,25-44,M,BLACK,25-44,F,BLACK,POINT (-73.88756851 40.66169022),17214.0,2023-03-14 11:09:00
68,262696073,01/29/2023,17:00:00,MANHATTAN,OUTSIDE,HOUSING,Y,UNKWOWN,UNKWOWN,UNKWOWN,<18,M,BLACK,POINT (-73.939372 40.78845),12426.0,2023-01-29 17:00:00
69,265403528,03/20/2023,21:48:00,BROOKLYN,OUTSIDE,STREET,N,UNKWOWN,UNKWOWN,UNKWOWN,25-44,M,BLACK,POINT (-73.949571 40.680013),17618.0,2023-03-20 21:48:00
70,265674098,03/25/2023,02:38:00,BRONX,OUTSIDE,STREET,N,UNKWOWN,UNKWOWN,UNKWOWN,25-44,M,BLACK,POINT (-73.88723401 40.84463555),11269.0,2023-03-25 02:38:00
71,264617751,03/05/2023,16:10:00,QUEENS,OUTSIDE,HOUSING,N,UNKWOWN,UNKWOWN,UNKWOWN,25-44,M,BLACK,POINT (-73.936279 40.773785),16859.0,2023-03-05 16:10:00
72,263693795,02/15/2023,14:25:00,QUEENS,INSIDE,COMMERCIAL,N,25-44,M,BLACK,45-64,M,ASIAN / PACIFIC ISLANDER,POINT (-73.82406 40.676929),24016.0,2023-02-15 14:25:00
73,264266619,02/26/2023,13:26:00,BRONX,OUTSIDE,STREET,Y,UNKWOWN,UNKWOWN,UNKWOWN,25-44,M,BLACK,POINT (-73.89180071 40.85461144),10936.0,2023-02-26 13:26:00
74,264250138,02/25/2023,10:02:00,BRONX,OUTSIDE,STREET,N,UNKWOWN,UNKWOWN,UNKWOWN,25-44,M,BLACK,POINT (-73.889368 40.837603),11269.0,2023-02-25 10:02:00
75,262067875,01/17/2023,20:48:00,QUEENS,OUTSIDE,STREET,N,UNKWOWN,UNKWOWN,UNKWOWN,45-64,F,BLACK,POINT (-73.75071 40.606219),20529.0,2023-01-17 20:48:00
76,263623274,02/14/2023,11:54:00,BROOKLYN,OUTSIDE,HOUSING,N,UNKWOWN,UNKWOWN,UNKWOWN,45-64,M,BLACK,POINT (-73.89167 40.672515),17214.0,2023-02-14 11:54:00
77,261307948,01/03/2023,03:19:00,BROOKLYN,INSIDE,COMMERCIAL,N,25-44,M,WHITE HISPANIC,45-64,M,WHITE HISPANIC,POINT (-74.006726 40.655237),13515.0,2023-01-03 03:19:00
78,263503175,02/10/2023,14:29:00,BRONX,OUTSIDE,STREET,Y,45-64,M,WHITE HISPANIC,25-44,M,BLACK,POINT (-73.892569 40.846117),10935.0,2023-02-10 14:29:00
79,262205775,01/19/2023,20:52:00,BRONX,OUTSIDE,STREET,Y,18-24,M,BLACK,<18,M,BLACK,POINT (-73.897415 40.817024),10937.0,2023-01-19 20:52:00
80,264689063,03/07/2023,01:56:00,BROOKLYN,INSIDE,DWELLING,N,25-44,M,WHITE HISPANIC,25-44,M,BLACK HISPANIC,POINT (-74.005786 40.634162),17621.0,2023-03-07 01:56:00
81,265403881,03/20/2023,22:45:00,BROOKLYN,INSIDE,HOUSING,Y,25-44,M,BLACK,25-44,M,WHITE,POINT (-73.937983 40.595179),13512.0,2023-03-20 22:45:00
82,262334290,01/21/2023,22:23:00,BRONX,OUTSIDE,OTHER,N,UNKWOWN,UNKWOWN,UNKWOWN,18-24,M,BLACK,POINT (-73.915354 40.83113),10934.0,2023-01-21 22:23:00
83,261579694,01/08/2023,04:30:00,BRONX,OUTSIDE,HOUSING,N,UNKWOWN,UNKWOWN,UNKWOWN,45-64,M,BLACK,POINT (-73.869907 40.869676),11605.0,2023-01-08 04:30:00
84,261254613,01/02/2023,19:38:00,BRONX,OUTSIDE,STREET,N,18-24,M,WHITE HISPANIC,25-44,F,WHITE HISPANIC,POINT (-73.896468 40.86333),11606.0,2023-01-02 19:38:00
85,265681413,03/24/2023,22:30:00,QUEENS,OUTSIDE,STREET,N,25-44,M,ASIAN / PACIFIC ISLANDER,25-44,M,ASIAN / PACIFIC ISLANDER,POINT (-73.834961 40.761767),13832.0,2023-03-24 22:30:00
86,264616551,03/05/2023,18:22:00,BRONX,OUTSIDE,HOUSING,N,UNKWOWN,UNKWOWN,UNKWOWN,25-44,F,BLACK,POINT (-73.821282 40.820496),11274.0,2023-03-05 18:22:00
87,263839261,02/16/2023,23:55:00,STATEN ISLAND,INSIDE,DWELLING,Y,<18,M,BLACK HISPANIC,<18,M,BLACK HISPANIC,POINT (-74.07637 40.625903),10691.0,2023-02-16 23:55:00
88,265417230,03/21/2023,00:40:00,BRONX,OUTSIDE,STREET,N,UNKWOWN,UNKWOWN,UNKWOWN,25-44,M,BLACK,POINT (-73.896413 40.826963),10937.0,2023-03-21 00:40:00
89,263068067,02/05/2023,01:34:00,BROOKLYN,OUTSIDE,STREET,N,UNKWOWN,UNKWOWN,UNKWOWN,25-44,M,BLACK,POINT (-73.915526 40.648814),13827.0,2023-02-05 01:34:00
90,265744133,03/27/2023,11:08:00,BROOKLYN,OUTSIDE,HOUSING,Y,UNKWOWN,UNKWOWN,UNKWOWN,25-44,M,BLACK,POINT (-73.979528 40.695772),17212.0,2023-03-27 11:08:00
91,263503175,02/10/2023,14:29:00,BRONX,OUTSIDE,STREET,N,45-64,M,WHITE HISPANIC,18-24,M,BLACK,POINT (-73.892569 40.846117),10935.0,2023-02-10 14:29:00
92,261712054,01/10/2023,21:00:00,QUEENS,OUTSIDE,STREET,N,UNKWOWN,UNKWOWN,UNKWOWN,25-44,M,BLACK,POINT (-73.76760259 40.5957862),20529.0,2023-01-10 21:00:00
93,262679246,01/28/2023,05:46:00,BRONX,OUTSIDE,STREET,N,UNKWOWN,UNKWOWN,UNKWOWN,18-24,M,BLACK,POINT (-73.917538 40.825285),10929.0,2023-01-28 05:46:00
94,265187651,03/15/2023,16:48:00,BROOKLYN,INSIDE,COMMERCIAL,N,UNKWOWN,UNKWOWN,UNKWOWN,25-44,M,BLACK,POINT (-73.917753 40.651406),13827.0,2023-03-15 16:48:00
95,262145578,01/18/2023,20:51:00,BRONX,INSIDE,DWELLING,Y,UNKWOWN,UNKWOWN,UNKWOWN,18-24,M,BLACK,POINT (-73.833662 40.892454),11275.0,2023-01-18 20:51:00
96,263787046,02/17/2023,00:27:00,BROOKLYN,OUTSIDE,STREET,N,25-44,M,BLACK,25-44,M,BLACK,POINT (-73.87104034 40.67954414),17215.0,2023-02-17 00:27:00
97,263692951,02/15/2023,21:55:00,MANHATTAN,OUTSIDE,STREET,Y,45-64,M,BLACK,25-44,M,ASIAN / PACIFIC ISLANDER,POINT (-73.94554424 40.83923231),13090.0,2023-02-15 21:55:00
98,265816883,03/28/2023,21:20:00,BROOKLYN,OUTSIDE,COMMERCIAL,N,18-24,M,BLACK,25-44,M,WHITE HISPANIC,POINT (-73.939495 40.682997),17618.0,2023-03-28 21:20:00
99,264144075,02/23/2023,14:52:00,MANHATTAN,OUTSIDE,STREET,Y,45-64,M,BLACK,45-64,M,BLACK,POINT (-73.945238 40.808109),12424.0,2023-02-23 14:52:00
100,263141403,02/06/2023,15:01:00,BROOKLYN,OUTSIDE,HOUSING,N,18-24,M,BLACK,<18,F,BLACK,POINT (-73.941114 40.710442),17213.0,2023-02-06 15:01:00
101,263692952,02/15/2023,17:20:00,BRONX,OUTSIDE,STREET,Y,18-24,M,BLACK,18-24,M,WHITE HISPANIC,POINT (-73.90462205 40.8473932),10935.0,2023-02-15 17:20:00
102,265584225,03/23/2023,18:42:00,BROOKLYN,OUTSIDE,STREET,N,UNKWOWN,UNKWOWN,UNKWOWN,18-24,M,BLACK,POINT (-73.907529 40.662761),17614.0,2023-03-23 18:42:00
103,263503175,02/10/2023,14:29:00,BRONX,OUTSIDE,STREET,Y,25-44,M,WHITE HISPANIC,25-44,M,BLACK,POINT (-73.892569 40.846117),10935.0,2023-02-10 14:29:00
104,262270874,01/20/2023,22:25:00,MANHATTAN,INSIDE,HOUSING,N,25-44,M,BLACK,45-64,F,WHITE HISPANIC,POINT (-73.989585 40.721784),11723.0,2023-01-20 22:25:00
105,263429757,02/10/2023,23:25:00,BROOKLYN,INSIDE,UNKWOWN,N,UNKWOWN,UNKWOWN,UNKWOWN,45-64,M,WHITE HISPANIC,POINT (-73.966393 40.693387),17212.0,2023-02-10 23:25:00
106,261907312,01/13/2023,15:13:00,BRONX,INSIDE,STREET,N,UNKWOWN,UNKWOWN,UNKWOWN,18-24,M,BLACK HISPANIC,POINT (-73.891172 40.832568),10937.0,2023-01-13 15:13:00
107,262051188,01/17/2023,18:23:00,BRONX,OUTSIDE,HOUSING,N,UNKWOWN,UNKWOWN,UNKWOWN,25-44,M,BLACK HISPANIC,POINT (-73.854105 40.871202),11607.0,2023-01-17 18:23:00
108,264657995,03/06/2023,16:44:00,BROOKLYN,OUTSIDE,STREET,N,<18,M,BLACK HISPANIC,45-64,M,BLACK HISPANIC,POINT (-73.87941026 40.66852195),17215.0,2023-03-06 16:44:00
109,265006011,03/11/2023,13:45:00,BROOKLYN,INSIDE,DWELLING,Y,UNKWOWN,UNKWOWN,UNKWOWN,25-44,M,BLACK,POINT (-73.934961 40.649267),16866.0,2023-03-11 13:45:00
110,262696074,01/29/2023,12:47:00,BROOKLYN,INSIDE,DWELLING,Y,25-44,M,BLACK,25-44,M,BLACK,POINT (-73.913093 40.685512),17214.0,2023-01-29 12:47:00
111,265006013,03/11/2023,05:40:00,BROOKLYN,INSIDE,HOUSING,Y,25-44,M,BLACK,45-64,M,BLACK,POINT (-73.949388 40.687855),17618.0,2023-03-11 05:40:00
112,265339107,03/18/2023,15:45:00,MANHATTAN,OUTSIDE,STREET,N,<18,M,BLACK,18-24,M,BLACK,POINT (-73.950343 40.812339),12424.0,2023-03-18 15:45:00
113,265125161,03/14/2023,22:19:00,BROOKLYN,OUTSIDE,VEHICLE,N,UNKWOWN,UNKWOWN,UNKWOWN,25-44,M,BLACK,POINT (-73.95384809 40.66372862),13509.0,2023-03-14 22:19:00
114,264366464,02/28/2023,02:06:00,MANHATTAN,INSIDE,DWELLING,Y,UNKWOWN,UNKWOWN,UNKWOWN,25-44,M,BLACK,POINT (-73.941332 40.816002),12427.0,2023-02-28 02:06:00
115,262334290,01/21/2023,22:23:00,BRONX,OUTSIDE,OTHER,Y,UNKWOWN,UNKWOWN,UNKWOWN,25-44,M,BLACK,POINT (-73.915354 40.83113),10934.0,2023-01-21 22:23:00
116,265246480,03/16/2023,16:22:00,BRONX,OUTSIDE,STREET,N,UNKWOWN,UNKWOWN,UNKWOWN,<18,M,BLACK,POINT (-73.92419197 40.8113504),10932.0,2023-03-16 16:22:00
117,261337212,01/04/2023,03:02:00,MANHATTAN,OUTSIDE,STREET,N,25-44,M,BLACK,25-44,M,BLACK,POINT (-73.941373 40.798962),13093.0,2023-01-04 03:02:00
118,261643073,01/09/2023,22:00:00,BROOKLYN,OUTSIDE,STREET,Y,25-44,M,BLACK,45-64,M,BLACK,POINT (-73.904087 40.656911),17614.0,2023-01-09 22:00:00
119,261958836,01/15/2023,14:35:00,MANHATTAN,OUTSIDE,HOUSING,N,UNKWOWN,UNKWOWN,UNKWOWN,25-44,M,BLACK,POINT (-73.936714 40.811123),13095.0,2023-01-15 14:35:00
120,263399439,02/10/2023,16:55:00,BROOKLYN,OUTSIDE,COMMERCIAL,N,UNKWOWN,UNKWOWN,UNKWOWN,<18,M,BLACK,POINT (-73.999086 40.575042),18184.0,2023-02-10 16:55:00
121,262067876,01/17/2023,03:09:00,BRONX,OUTSIDE,STREET,N,18-24,M,BLACK,25-44,M,ASIAN / PACIFIC ISLANDER,POINT (-73.88382097 40.85149942),11269.0,2023-01-17 03:09:00
122,265124477,03/13/2023,16:25:00,BROOKLYN,OUTSIDE,STREET,N,UNKWOWN,UNKWOWN,UNKWOWN,25-44,M,BLACK,POINT (-73.8883873 40.66133694),17214.0,2023-03-13 16:25:00
123,265540891,02/07/2023,00:54:00,BROOKLYN,OUTSIDE,STREET,N,UNKWOWN,UNKWOWN,UNKWOWN,18-24,M,BLACK,POINT (-73.890935 40.633002),13827.0,2023-02-07 00:54:00
124,262747863,01/30/2023,07:25:00,BRONX,OUTSIDE,STREET,Y,25-44,M,WHITE HISPANIC,25-44,M,BLACK HISPANIC,POINT (-73.89887473 40.82384965),10937.0,2023-01-30 07:25:00
125,263482955,02/12/2023,00:58:00,BROOKLYN,OUTSIDE,STREET,N,UNKWOWN,UNKWOWN,UNKWOWN,18-24,M,BLACK,POINT (-73.934972 40.623406),13825.0,2023-02-12 00:58:00
126,263503175,02/10/2023,14:29:00,BRONX,OUTSIDE,STREET,N,45-64,M,WHITE HISPANIC,45-64,M,BLACK,POINT (-73.892569 40.846117),10935.0,2023-02-10 14:29:00
127,265327272,03/18/2023,12:15:00,QUEENS,INSIDE,COMMERCIAL,Y,UNKWOWN,UNKWOWN,UNKWOWN,18-24,M,BLACK,POINT (-73.838332 40.696109),24014.0,2023-03-18 12:15:00
128,265246481,03/16/2023,20:48:00,BROOKLYN,INSIDE,COMMERCIAL,N,UNKWOWN,UNKWOWN,UNKWOWN,18-24,M,ASIAN / PACIFIC ISLANDER,POINT (-73.978964 40.596347),18183.0,2023-03-16 20:48:00
129,262270873,01/20/2023,13:28:00,BRONX,OUTSIDE,OTHER,N,25-44,M,WHITE HISPANIC,45-64,M,WHITE HISPANIC,POINT (-73.887271 40.868991),10936.0,2023-01-20 13:28:00
